test_id,mode,sector,metric,mean_score_0_5,normalized_0_1,score_spread,review_required,review_reasons,timestamp
a-social-001,summary,social_media,answer_relevancy,4.000,0.8000,0,False,,2026-05-06T18:51:16.066073
a-social-001,summary,social_media,task_completion,3.667,0.7333,1,False,,2026-05-06T18:51:16.066073
a-social-001,summary,social_media,protocol_adherence,5.000,1.0000,0,False,,2026-05-06T18:51:16.066073
a-social-001,summary,social_media,faithfulness,3.667,0.7333,1,False,,2026-05-06T18:51:16.066073
a-social-001,summary,social_media,harm_flagging_accuracy,3.333,0.6667,1,False,,2026-05-06T18:51:16.066073
a-saas-002,summary,saas,answer_relevancy,4.000,0.8000,0,False,,2026-05-06T18:51:22.204370
a-saas-002,summary,saas,task_completion,4.667,0.9333,1,False,,2026-05-06T18:51:22.204370
a-saas-002,summary,saas,protocol_adherence,4.000,0.8000,0,False,,2026-05-06T18:51:22.204370
a-saas-002,summary,saas,faithfulness,4.000,0.8000,0,False,,2026-05-06T18:51:22.204370
a-saas-002,summary,saas,harm_flagging_accuracy,4.000,0.8000,0,False,,2026-05-06T18:51:22.204370
a-research-003,summary,research_consent,answer_relevancy,4.333,0.8667,1,True,high_stakes_sector:research_consent,2026-05-06T18:51:27.451462
a-research-003,summary,research_consent,task_completion,4.000,0.8000,0,True,high_stakes_sector:research_consent,2026-05-06T18:51:27.451462
a-research-003,summary,research_consent,protocol_adherence,4.333,0.8667,1,True,high_stakes_sector:research_consent,2026-05-06T18:51:27.451462
a-research-003,summary,research_consent,faithfulness,4.000,0.8000,0,True,high_stakes_sector:research_consent,2026-05-06T18:51:27.451462
a-research-003,summary,research_consent,harm_flagging_accuracy,3.333,0.6667,1,True,high_stakes_sector:research_consent,2026-05-06T18:51:27.451462
tos-001,summary,search_and_ads,answer_relevancy,3.667,0.7333,1,True,judge_disagreement:task_completion(spread=2);judge_disagreement:protocol_adherence(spread=2),2026-05-06T18:51:32.774954
