test_id,mode,sector,metric,mean_score_0_5,normalized_0_1,score_spread,review_required,review_reasons,timestamp
a-social-001,summary,social_media,answer_relevancy,3.667,0.7333,1,False,,2026-05-06T17:49:42.659822
a-social-001,summary,social_media,task_completion,4.000,0.8000,0,False,,2026-05-06T17:49:42.659822
a-social-001,summary,social_media,protocol_adherence,4.667,0.9333,1,False,,2026-05-06T17:49:42.659822
a-social-001,summary,social_media,faithfulness,3.333,0.6667,1,False,,2026-05-06T17:49:42.659822
a-social-001,summary,social_media,harm_flagging_accuracy,3.667,0.7333,1,False,,2026-05-06T17:49:42.659822
a-saas-002,summary,saas,answer_relevancy,4.000,0.8000,0,True,random_sample,2026-05-06T17:49:47.818435
a-saas-002,summary,saas,task_completion,4.333,0.8667,1,True,random_sample,2026-05-06T17:49:47.818435
a-saas-002,summary,saas,protocol_adherence,4.667,0.9333,1,True,random_sample,2026-05-06T17:49:47.818435
a-saas-002,summary,saas,faithfulness,4.000,0.8000,0,True,random_sample,2026-05-06T17:49:47.818435
a-saas-002,summary,saas,harm_flagging_accuracy,4.000,0.8000,0,True,random_sample,2026-05-06T17:49:47.818435
a-research-003,summary,research_consent,answer_relevancy,4.333,0.8667,1,True,high_stakes_sector:research_consent,2026-05-06T17:49:53.340080
a-research-003,summary,research_consent,task_completion,4.000,0.8000,0,True,high_stakes_sector:research_consent,2026-05-06T17:49:53.340080
a-research-003,summary,research_consent,protocol_adherence,4.000,0.8000,0,True,high_stakes_sector:research_consent,2026-05-06T17:49:53.340080
a-research-003,summary,research_consent,faithfulness,4.000,0.8000,0,True,high_stakes_sector:research_consent,2026-05-06T17:49:53.340080
a-research-003,summary,research_consent,harm_flagging_accuracy,3.333,0.6667,1,True,high_stakes_sector:research_consent,2026-05-06T17:49:53.340080
tos-001,summary,search_and_ads,answer_relevancy,4.000,0.8000,0,False,,2026-05-06T17:49:58.149766
tos-001,summary,search_and_ads,task_completion,4.000,0.8000,0,False,,2026-05-06T17:49:58.149766
tos-001,summary,search_and_ads,protocol_adherence,5.000,1.0000,0,False,,2026-05-06T17:49:58.149766
tos-001,summary,search_and_ads,faithfulness,4.000,0.8000,0,False,,2026-05-06T17:49:58.149766
tos-001,summary,search_and_ads,harm_flagging_accuracy,3.000,0.6000,0,False,,2026-05-06T17:49:58.149766
tos-002,summary,search_and_ads,answer_relevancy,3.333,0.6667,1,False,,2026-05-06T17:50:03.285315
tos-002,summary,search_and_ads,task_completion,3.667,0.7333,1,False,,2026-05-06T17:50:03.285315
tos-002,summary,search_and_ads,protocol_adherence,4.333,0.8667,1,False,,2026-05-06T17:50:03.285315
tos-002,summary,search_and_ads,faithfulness,3.667,0.7333,1,False,,2026-05-06T17:50:03.285315
tos-002,summary,search_and_ads,harm_flagging_accuracy,3.667,0.7333,1,False,,2026-05-06T17:50:03.285315
tos-003,summary,productivity_and_cloud,answer_relevancy,4.000,0.8000,2,True,high_stakes_sector:productivity_and_cloud;judge_disagreement:answer_relevancy(spread=2),2026-05-06T17:50:09.269360
tos-003,summary,productivity_and_cloud,task_completion,4.000,0.8000,0,True,high_stakes_sector:productivity_and_cloud;judge_disagreement:answer_relevancy(spread=2),2026-05-06T17:50:09.269360
tos-003,summary,productivity_and_cloud,protocol_adherence,5.000,1.0000,0,True,high_stakes_sector:productivity_and_cloud;judge_disagreement:answer_relevancy(spread=2),2026-05-06T17:50:09.269360
tos-003,summary,productivity_and_cloud,faithfulness,4.000,0.8000,0,True,high_stakes_sector:productivity_and_cloud;judge_disagreement:answer_relevancy(spread=2),2026-05-06T17:50:09.269360
tos-003,summary,productivity_and_cloud,harm_flagging_accuracy,4.000,0.8000,0,True,high_stakes_sector:productivity_and_cloud;judge_disagreement:answer_relevancy(spread=2),2026-05-06T17:50:09.269360
tos-004,summary,productivity_and_cloud,answer_relevancy,3.667,0.7333,1,True,high_stakes_sector:productivity_and_cloud;judge_disagreement:protocol_adherence(spread=2),2026-05-06T17:50:15.229453
tos-004,summary,productivity_and_cloud,task_completion,4.000,0.8000,0,True,high_stakes_sector:productivity_and_cloud;judge_disagreement:protocol_adherence(spread=2),2026-05-06T17:50:15.229453
tos-004,summary,productivity_and_cloud,protocol_adherence,4.000,0.8000,2,True,high_stakes_sector:productivity_and_cloud;judge_disagreement:protocol_adherence(spread=2),2026-05-06T17:50:15.229453
tos-004,summary,productivity_and_cloud,faithfulness,3.667,0.7333,1,True,high_stakes_sector:productivity_and_cloud;judge_disagreement:protocol_adherence(spread=2),2026-05-06T17:50:15.229453
tos-004,summary,productivity_and_cloud,harm_flagging_accuracy,4.000,0.8000,0,True,high_stakes_sector:productivity_and_cloud;judge_disagreement:protocol_adherence(spread=2),2026-05-06T17:50:15.229453
tos-005,summary,ai_services,answer_relevancy,3.667,0.7333,1,True,high_stakes_sector:ai_services,2026-05-06T17:50:20.724510
tos-005,summary,ai_services,task_completion,3.667,0.7333,1,True,high_stakes_sector:ai_services,2026-05-06T17:50:20.724510
tos-005,summary,ai_services,protocol_adherence,5.000,1.0000,0,True,high_stakes_sector:ai_services,2026-05-06T17:50:20.724510
tos-005,summary,ai_services,faithfulness,4.000,0.8000,0,True,high_stakes_sector:ai_services,2026-05-06T17:50:20.724510
tos-005,summary,ai_services,harm_flagging_accuracy,4.000,0.8000,0,True,high_stakes_sector:ai_services,2026-05-06T17:50:20.724510
tos-006,summary,ai_services,answer_relevancy,4.000,0.8000,0,True,high_stakes_sector:ai_services,2026-05-06T17:50:26.384066
tos-006,summary,ai_services,task_completion,3.667,0.7333,1,True,high_stakes_sector:ai_services,2026-05-06T17:50:26.384066
tos-006,summary,ai_services,protocol_adherence,4.667,0.9333,1,True,high_stakes_sector:ai_services,2026-05-06T17:50:26.384066
tos-006,summary,ai_services,faithfulness,3.333,0.6667,1,True,high_stakes_sector:ai_services,2026-05-06T17:50:26.384066
tos-006,summary,ai_services,harm_flagging_accuracy,3.667,0.7333,1,True,high_stakes_sector:ai_services,2026-05-06T17:50:26.384066
tos-007,summary,ai_services,answer_relevancy,3.667,0.7333,1,True,high_stakes_sector:ai_services;judge_disagreement:protocol_adherence(spread=2),2026-05-06T17:50:33.094722
tos-007,summary,ai_services,task_completion,4.000,0.8000,0,True,high_stakes_sector:ai_services;judge_disagreement:protocol_adherence(spread=2),2026-05-06T17:50:33.094722
tos-007,summary,ai_services,protocol_adherence,4.000,0.8000,2,True,high_stakes_sector:ai_services;judge_disagreement:protocol_adherence(spread=2),2026-05-06T17:50:33.094722
tos-007,summary,ai_services,faithfulness,4.000,0.8000,0,True,high_stakes_sector:ai_services;judge_disagreement:protocol_adherence(spread=2),2026-05-06T17:50:33.094722
tos-007,summary,ai_services,harm_flagging_accuracy,3.667,0.7333,1,True,high_stakes_sector:ai_services;judge_disagreement:protocol_adherence(spread=2),2026-05-06T17:50:33.094722
tos-008,summary,ai_services,answer_relevancy,4.000,0.8000,0,True,high_stakes_sector:ai_services,2026-05-06T17:50:38.333803
tos-008,summary,ai_services,task_completion,3.667,0.7333,1,True,high_stakes_sector:ai_services,2026-05-06T17:50:38.333803
tos-008,summary,ai_services,protocol_adherence,5.000,1.0000,0,True,high_stakes_sector:ai_services,2026-05-06T17:50:38.333803
tos-008,summary,ai_services,faithfulness,3.667,0.7333,1,True,high_stakes_sector:ai_services,2026-05-06T17:50:38.333803
tos-008,summary,ai_services,harm_flagging_accuracy,3.667,0.7333,1,True,high_stakes_sector:ai_services,2026-05-06T17:50:38.333803
tos-009,summary,social_media,answer_relevancy,4.000,0.8000,0,True,high_stakes_sector:social_media;judge_disagreement:faithfulness(spread=4);low_score:faithfulness=0.53,2026-05-06T17:50:43.961021
tos-009,summary,social_media,task_completion,4.000,0.8000,0,True,high_stakes_sector:social_media;judge_disagreement:faithfulness(spread=4);low_score:faithfulness=0.53,2026-05-06T17:50:43.961021
tos-009,summary,social_media,protocol_adherence,4.667,0.9333,1,True,high_stakes_sector:social_media;judge_disagreement:faithfulness(spread=4);low_score:faithfulness=0.53,2026-05-06T17:50:43.961021
tos-009,summary,social_media,faithfulness,2.667,0.5333,4,True,high_stakes_sector:social_media;judge_disagreement:faithfulness(spread=4);low_score:faithfulness=0.53,2026-05-06T17:50:43.961021
tos-009,summary,social_media,harm_flagging_accuracy,4.333,0.8667,1,True,high_stakes_sector:social_media;judge_disagreement:faithfulness(spread=4);low_score:faithfulness=0.53,2026-05-06T17:50:43.961021
tos-010,summary,social_media,answer_relevancy,4.000,0.8000,0,True,high_stakes_sector:social_media,2026-05-06T17:50:50.398842
tos-010,summary,social_media,task_completion,4.000,0.8000,0,True,high_stakes_sector:social_media,2026-05-06T17:50:50.398842
tos-010,summary,social_media,protocol_adherence,4.667,0.9333,1,True,high_stakes_sector:social_media,2026-05-06T17:50:50.398842
tos-010,summary,social_media,faithfulness,4.000,0.8000,0,True,high_stakes_sector:social_media,2026-05-06T17:50:50.398842
tos-010,summary,social_media,harm_flagging_accuracy,3.667,0.7333,1,True,high_stakes_sector:social_media,2026-05-06T17:50:50.398842
tos-011,summary,social_media,answer_relevancy,3.333,0.6667,1,True,high_stakes_sector:social_media,2026-05-06T17:50:55.199457
tos-011,summary,social_media,task_completion,3.333,0.6667,1,True,high_stakes_sector:social_media,2026-05-06T17:50:55.199457
tos-011,summary,social_media,protocol_adherence,3.667,0.7333,1,True,high_stakes_sector:social_media,2026-05-06T17:50:55.199457
tos-011,summary,social_media,faithfulness,3.333,0.6667,1,True,high_stakes_sector:social_media,2026-05-06T17:50:55.199457
tos-011,summary,social_media,harm_flagging_accuracy,3.333,0.6667,1,True,high_stakes_sector:social_media,2026-05-06T17:50:55.199457
