test_id,mode,sector,metric,mean_score_0_5,normalized_0_1,score_spread,review_required,review_reasons,timestamp
a-social-001,summary,social_media,answer_relevancy,3.667,0.7333,1,False,,2026-05-06T17:04:51.421210
a-social-001,summary,social_media,task_completion,3.667,0.7333,1,False,,2026-05-06T17:04:51.421210
a-social-001,summary,social_media,protocol_adherence,4.333,0.8667,1,False,,2026-05-06T17:04:51.421210
a-social-001,summary,social_media,faithfulness,4.000,0.8000,0,False,,2026-05-06T17:04:51.421210
a-social-001,summary,social_media,harm_flagging_accuracy,3.667,0.7333,1,False,,2026-05-06T17:04:51.421210
a-saas-002,summary,saas,answer_relevancy,4.000,0.8000,0,False,,2026-05-06T17:04:57.174518
a-saas-002,summary,saas,task_completion,4.667,0.9333,1,False,,2026-05-06T17:04:57.174518
a-saas-002,summary,saas,protocol_adherence,5.000,1.0000,0,False,,2026-05-06T17:04:57.174518
a-saas-002,summary,saas,faithfulness,4.000,0.8000,0,False,,2026-05-06T17:04:57.174518
a-saas-002,summary,saas,harm_flagging_accuracy,4.333,0.8667,1,False,,2026-05-06T17:04:57.174518
a-research-003,summary,research_consent,answer_relevancy,4.000,0.8000,0,True,high_stakes_sector:research_consent,2026-05-06T17:05:02.674293
a-research-003,summary,research_consent,task_completion,4.000,0.8000,0,True,high_stakes_sector:research_consent,2026-05-06T17:05:02.674293
a-research-003,summary,research_consent,protocol_adherence,4.667,0.9333,1,True,high_stakes_sector:research_consent,2026-05-06T17:05:02.674293
a-research-003,summary,research_consent,faithfulness,4.000,0.8000,0,True,high_stakes_sector:research_consent,2026-05-06T17:05:02.674293
a-research-003,summary,research_consent,harm_flagging_accuracy,4.000,0.8000,0,True,high_stakes_sector:research_consent,2026-05-06T17:05:02.674293
tos-001,summary,search_and_ads,answer_relevancy,4.333,0.8667,1,False,,2026-05-06T17:05:08.148421
tos-001,summary,search_and_ads,task_completion,4.000,0.8000,0,False,,2026-05-06T17:05:08.148421
tos-001,summary,search_and_ads,protocol_adherence,4.333,0.8667,1,False,,2026-05-06T17:05:08.148421
tos-001,summary,search_and_ads,faithfulness,4.000,0.8000,0,False,,2026-05-06T17:05:08.148421
tos-001,summary,search_and_ads,harm_flagging_accuracy,4.000,0.8000,0,False,,2026-05-06T17:05:08.148421
tos-002,summary,search_and_ads,answer_relevancy,3.000,0.6000,0,True,random_sample,2026-05-06T17:05:13.895277
tos-002,summary,search_and_ads,task_completion,3.667,0.7333,1,True,random_sample,2026-05-06T17:05:13.895277
tos-002,summary,search_and_ads,protocol_adherence,5.000,1.0000,0,True,random_sample,2026-05-06T17:05:13.895277
tos-002,summary,search_and_ads,faithfulness,3.667,0.7333,1,True,random_sample,2026-05-06T17:05:13.895277
tos-002,summary,search_and_ads,harm_flagging_accuracy,4.000,0.8000,0,True,random_sample,2026-05-06T17:05:13.895277
tos-003,summary,productivity_and_cloud,answer_relevancy,3.000,0.6000,0,True,high_stakes_sector:productivity_and_cloud,2026-05-06T17:05:19.544015
tos-003,summary,productivity_and_cloud,task_completion,3.333,0.6667,1,True,high_stakes_sector:productivity_and_cloud,2026-05-06T17:05:19.544015
tos-003,summary,productivity_and_cloud,protocol_adherence,3.667,0.7333,1,True,high_stakes_sector:productivity_and_cloud,2026-05-06T17:05:19.544015
tos-003,summary,productivity_and_cloud,faithfulness,3.333,0.6667,1,True,high_stakes_sector:productivity_and_cloud,2026-05-06T17:05:19.544015
tos-003,summary,productivity_and_cloud,harm_flagging_accuracy,3.667,0.7333,1,True,high_stakes_sector:productivity_and_cloud,2026-05-06T17:05:19.544015
tos-004,summary,productivity_and_cloud,answer_relevancy,4.000,0.8000,0,True,high_stakes_sector:productivity_and_cloud,2026-05-06T17:05:28.259750
tos-004,summary,productivity_and_cloud,task_completion,3.333,0.6667,1,True,high_stakes_sector:productivity_and_cloud,2026-05-06T17:05:28.259750
tos-004,summary,productivity_and_cloud,protocol_adherence,4.667,0.9333,1,True,high_stakes_sector:productivity_and_cloud,2026-05-06T17:05:28.259750
tos-004,summary,productivity_and_cloud,faithfulness,4.000,0.8000,0,True,high_stakes_sector:productivity_and_cloud,2026-05-06T17:05:28.259750
tos-004,summary,productivity_and_cloud,harm_flagging_accuracy,4.000,0.8000,0,True,high_stakes_sector:productivity_and_cloud,2026-05-06T17:05:28.259750
tos-005,summary,ai_services,answer_relevancy,3.333,0.6667,1,True,high_stakes_sector:ai_services,2026-05-06T17:05:34.250344
tos-005,summary,ai_services,task_completion,3.667,0.7333,1,True,high_stakes_sector:ai_services,2026-05-06T17:05:34.250344
tos-005,summary,ai_services,protocol_adherence,4.667,0.9333,1,True,high_stakes_sector:ai_services,2026-05-06T17:05:34.250344
tos-005,summary,ai_services,faithfulness,4.000,0.8000,0,True,high_stakes_sector:ai_services,2026-05-06T17:05:34.250344
tos-005,summary,ai_services,harm_flagging_accuracy,4.000,0.8000,0,True,high_stakes_sector:ai_services,2026-05-06T17:05:34.250344
tos-006,summary,ai_services,answer_relevancy,4.000,0.8000,0,True,high_stakes_sector:ai_services,2026-05-06T17:05:39.892941
tos-006,summary,ai_services,task_completion,4.000,0.8000,0,True,high_stakes_sector:ai_services,2026-05-06T17:05:39.892941
tos-006,summary,ai_services,protocol_adherence,4.667,0.9333,1,True,high_stakes_sector:ai_services,2026-05-06T17:05:39.892941
tos-006,summary,ai_services,faithfulness,3.667,0.7333,1,True,high_stakes_sector:ai_services,2026-05-06T17:05:39.892941
tos-006,summary,ai_services,harm_flagging_accuracy,4.000,0.8000,0,True,high_stakes_sector:ai_services,2026-05-06T17:05:39.892941
tos-007,summary,ai_services,answer_relevancy,3.333,0.6667,1,True,high_stakes_sector:ai_services,2026-05-06T17:05:45.624658
tos-007,summary,ai_services,task_completion,3.333,0.6667,1,True,high_stakes_sector:ai_services,2026-05-06T17:05:45.624658
tos-007,summary,ai_services,protocol_adherence,3.667,0.7333,1,True,high_stakes_sector:ai_services,2026-05-06T17:05:45.624658
tos-007,summary,ai_services,faithfulness,4.000,0.8000,0,True,high_stakes_sector:ai_services,2026-05-06T17:05:45.624658
tos-007,summary,ai_services,harm_flagging_accuracy,3.667,0.7333,1,True,high_stakes_sector:ai_services,2026-05-06T17:05:45.624658
tos-008,summary,ai_services,answer_relevancy,4.000,0.8000,0,True,high_stakes_sector:ai_services,2026-05-06T17:05:51.317415
tos-008,summary,ai_services,task_completion,4.000,0.8000,0,True,high_stakes_sector:ai_services,2026-05-06T17:05:51.317415
tos-008,summary,ai_services,protocol_adherence,4.333,0.8667,1,True,high_stakes_sector:ai_services,2026-05-06T17:05:51.317415
tos-008,summary,ai_services,faithfulness,4.000,0.8000,0,True,high_stakes_sector:ai_services,2026-05-06T17:05:51.317415
tos-008,summary,ai_services,harm_flagging_accuracy,4.000,0.8000,0,True,high_stakes_sector:ai_services,2026-05-06T17:05:51.317415
tos-009,summary,social_media,answer_relevancy,4.000,0.8000,0,True,high_stakes_sector:social_media,2026-05-06T17:05:57.121199
tos-009,summary,social_media,task_completion,4.000,0.8000,0,True,high_stakes_sector:social_media,2026-05-06T17:05:57.121199
tos-009,summary,social_media,protocol_adherence,4.333,0.8667,1,True,high_stakes_sector:social_media,2026-05-06T17:05:57.121199
tos-009,summary,social_media,faithfulness,4.000,0.8000,0,True,high_stakes_sector:social_media,2026-05-06T17:05:57.121199
tos-009,summary,social_media,harm_flagging_accuracy,4.000,0.8000,0,True,high_stakes_sector:social_media,2026-05-06T17:05:57.121199
tos-010,summary,social_media,answer_relevancy,3.667,0.7333,1,True,high_stakes_sector:social_media,2026-05-06T17:06:03.220248
tos-010,summary,social_media,task_completion,3.667,0.7333,1,True,high_stakes_sector:social_media,2026-05-06T17:06:03.220248
tos-010,summary,social_media,protocol_adherence,4.000,0.8000,0,True,high_stakes_sector:social_media,2026-05-06T17:06:03.220248
tos-010,summary,social_media,faithfulness,3.333,0.6667,1,True,high_stakes_sector:social_media,2026-05-06T17:06:03.220248
tos-010,summary,social_media,harm_flagging_accuracy,3.333,0.6667,1,True,high_stakes_sector:social_media,2026-05-06T17:06:03.220248
tos-011,summary,social_media,answer_relevancy,3.667,0.7333,1,True,high_stakes_sector:social_media,2026-05-06T17:06:08.989672
tos-011,summary,social_media,task_completion,3.667,0.7333,1,True,high_stakes_sector:social_media,2026-05-06T17:06:08.989672
tos-011,summary,social_media,protocol_adherence,4.667,0.9333,1,True,high_stakes_sector:social_media,2026-05-06T17:06:08.989672
tos-011,summary,social_media,faithfulness,4.000,0.8000,0,True,high_stakes_sector:social_media,2026-05-06T17:06:08.989672
tos-011,summary,social_media,harm_flagging_accuracy,4.000,0.8000,0,True,high_stakes_sector:social_media,2026-05-06T17:06:08.989672
tos-012,summary,social_media,answer_relevancy,4.000,0.8000,0,True,high_stakes_sector:social_media,2026-05-06T17:06:14.956848
tos-012,summary,social_media,task_completion,4.000,0.8000,0,True,high_stakes_sector:social_media,2026-05-06T17:06:14.956848
tos-012,summary,social_media,protocol_adherence,4.667,0.9333,1,True,high_stakes_sector:social_media,2026-05-06T17:06:14.956848
tos-012,summary,social_media,faithfulness,4.000,0.8000,0,True,high_stakes_sector:social_media,2026-05-06T17:06:14.956848
